Ticker,Open,Close,Volume,d-1 Close,d-1 Volume,d-2 Close,d-2 Volume,d-3 Close,d-3 Volume,d-4 Close,d-4 Volume,d-5 Close,d-5 Volume
fstr,14.85,17.8,324929.0,14.85,35299.0,14.15,42915.0,14.2,18003.0,14.0,23514.0,14.0,32507.0
